kepid,kepoi_name,kepler_name,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_impact,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_teq,koi_insol,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smet,koi_sage,koi_snr,koi_fittype,ra,dec,koi_kepmag
7206604,K00249.01,Unknown,candidate,0.573,0,0,0,0,0.74282,0.0001134,-0.000117,116.30931,0.815,,0.24146,-0.24146,157.98,12.64,,,2.8669,-0.7849,0.01539,1706.2,4.909,5906.0,155.4,-100.6,4.485,0.0692,-0.032,1.03,0.0515,-0.0515,1.1054,0.359,5.909,33.72,mcmc,280.888722,48.450544,12.115
2041170,K00175.01,,FALSE POSITIVE,0.041,1,1,1,0,10.85099,0.0015888,,114.47392,,15.0,0.75,-0.75,333.82,26.71,-26.71,6.86,0.9676,-0.8594,0.10698,1952.0,8.707,5804.2,290.7,-183.7,4.7441,,-0.0718,1.222,0.0611,-0.0611,1.1768,-0.3036,11.411,27.08,ls,299.629911,186.475419,10.744
9282848,K01237.01,,CANDIDATE,0.354,0,0,0,0,1.90749,0.0009431,-0.0012994,207.46711,0.041,3.6604,0.18302,-0.18302,1572.96,125.84,-125.84,14.091,2.2941,-2.0633,,299.4,,-6048.6,224.4,-138.6,4.3108,0.0583,-0.0164,0.9509,0.04754,-0.04754,1.001,-0.1828,11.25,23.47,mcmc,285.963083,43.22702,15.99
3334437,K01104.01,nan,CANDIDATE,0.389,0,0,0,0,23.5673,,-0.0069304,314.21467,0.544,900.0,0.75,,--,,-155.74,4.042,0.7267,-0.3868,0.15794,1380.2,26.899,5917.2,99.1,-55.4,4.6821,0.1233,-0.1043,1.0372,0.05186,-0.05186,1.1077,-0.1237,1.149,10.81,mcmc,300.702681,47.285651,11.566
8791166,K01390.01,Unknown,FALSE_POSITIVE,,1,0,1,1,2.16661,0.0014589,-0.0021516,461.59047,0.71,736.3096,0.61359,-0.61359,,157.35,-157.35,,1.5348,-0.7397,0.03041,1717.0,3.027,5548.7,292.2,-290.4,4.3617,0.099,-0.148,0.6953,,-0.03476,0.6788,-0.2799,9.624,3.0,ls+mcmc,297.564787,45.82708,11.396
5542597,K01278.01,,CANDIDATE,0.36,0,0,0,0,4.52967,0.0025482,,467.96055,0.753,6.6213,0.33106,,824.93,65.99,-65.99,5.439,0.7258,-0.4716,0.0499,,65.315,4796.4,275.7,-177.4,4.3555,,-0.0756,0.959,0.04795,-0.04795,1.0197,,6.518,8.26,LS+MCMC,296.132351,42.600882,12.248
1104178,K00318.01,Kepler-318 b,CONFIRMED,0.808,0,0,0,0,2.13507,0.0006898,-0.0018531,495.40987,0.372,,0.75,-0.75,690.87,55.27,-55.27,,0.1237,,0.03387,913.5,11.138,7167.4,124.6,-171.9,4.8837,0.0653,-0.0461,1.6895,,-0.08448,1.6103,0.2361,11.0,NaN,ls+mcmc,280.30847,50.232902,11.861
2338096,K01865.01,,CANDIDATE,0.346,0,0,0,0,,0.0026815,-0.0017121,288.76364,0.472,3.2499,0.1625,,1661.99,132.96,-132.96,6.122,1.2013,-0.7744,0.04801,2436.4,36.884,5314.2,171.4,-174.5,4.6668,0.0429,,0.8567,0.04284,-0.04284,0.8503,-0.0583,,7.01,LS,301.678829,49.731901,15.356
3492674,K00209.01,Kepler-209 b,CONFIRMED,0.845,0,0,0,0,5.30656,0.0048461,-0.0021854,243.98941,0.15,15.0,0.75,-0.75,451.38,36.11,-36.11,14.369,0.1369,,0.06369,2412.4,81.826,4831.5,144.8,-211.1,4.0113,0.0426,-0.0292,1.3487,0.06744,-0.06744,1.2641,0.1128,4.067,53.13,LS+MCMC,291.727507,38.464133,14.276
1162943,K00501.01,nan,FP,0.258,1,1,1,0,58.4225,0.0247865,-0.0419247,239.39814,0.699,,0.47718,-0.47718,3183.71,254.7,,22.824,4.0094,-3.3813,0.26747,985.2,8.868,,275.9,-130.9,3.9191,0.0576,-0.02,0.6313,0.03156,-0.03156,0.607,-0.2815,3.549,,LS+MCMC,291.325449,47.590351,15.435
8906960,K01928.01,Unknown,False Positive,,1,2,1,0,0.5,0.0004905,-0.0001563,400.47665,0.689,4.7471,0.23736,-0.23736,639.26,51.14,-51.14,5.86,0.4635,-1.0996,0.01398,1348.9,,-4488.9,259.3,-294.4,4.7192,0.0251,,1.1503,0.05751,,1.1132,0.1209,,3.93,--,286.438263,38.520963,13.004
4126880,K01332.01,nan,FALSE_POSITIVE,0.242,0,1,1,1,53.59703,0.0071513,-0.0061363,246.84631,0.836,3.9193,0.19596,-0.19596,,21.03,-21.03,1.377,0.0695,-0.2372,0.24123,658.8,267.675,,111.4,-261.1,3.6639,0.0332,-0.0305,0.8966,0.04483,-0.04483,,0.2045,9.491,6.16,MCMC,280.680209,42.158609,14.77
7326818,K00254.01,Kepler-254 b,confirm,0.708,0,0,0,0,6.14912,0.0051351,-0.0014193,223.73071,0.834,6.4139,0.32069,-0.32069,223.9,17.91,-17.91,2.202,0.165,,0.0749,2315.2,6.008,4653.6,176.6,,4.3605,0.0149,-0.1435,0.9617,0.04809,-0.04809,0.9528,0.0697,,14.38,LS,281.867306,46.98447,15.919
5139791,K01055.01,nan,Candidate,0.552,0,0,0,0,3.61529,0.0026619,-0.0035334,240.99389,0.284,3.7727,0.18863,-0.18863,1485.23,118.82,-118.82,1.229,0.149,-0.2116,0.04852,2341.6,50.263,-6140.7,219.7,-254.6,3.9508,0.0378,-0.1359,3.0,0.15,-0.15,2.8447,0.3338,3.57,15.45,--,296.603078,42.515273,
4775379,K00562.01,Kepler-562 b,CONFIRM,0.918,0,0,0,0,8.77929,0.0012823,-0.0010112,131.91882,0.644,2.8823,0.14411,-0.14411,318.67,25.49,-25.49,0.773,0.1402,-0.1224,0.09447,1211.9,28.482,5702.5,141.1,-177.8,4.2061,0.1069,-0.128,0.5772,0.02886,,0.6205,-0.1781,1.781,18.54,Unknown,297.227288,47.874767,13.491
4190937,K01050.01,Kepler-1050 b,CONFIRMED,0.786,0,0,0,0,0.5,0.00047,-0.0001906,496.71454,0.511,2.3734,0.11867,-0.11867,,,-8.72,1.233,0.2079,-0.1546,0.01211,678.7,22.05,5639.0,297.1,-113.5,5.0,0.0817,-0.1127,0.9872,0.04936,-0.04936,0.9735,0.357,,26.13,LS+MCMC,286.868498,50.631412,15.004
3444219,K00918.01,nan,cand,0.679,0,0,0,0,N/A,0.0009847,-0.0021564,133.81305,0.744,6.6354,0.33177,,458.3,36.66,-36.66,4.226,0.6624,-0.7204,0.03821,1228.4,0.874,4032.2,283.5,-214.8,4.4904,0.0773,,1.7009,0.08504,-0.08504,1.5688,0.1975,4.999,3.5,LS+MCMC,303.592969,49.116936,10.311
9934243,K01600.01,nan,Candidate,0.495,0,0,0,0,15.45637,0.0130818,-0.0131335,280.47651,0.751,433.0243,0.36085,-0.36085,574.77,45.98,-45.98,3.056,0.5032,-0.5843,0.12489,1648.6,,6753.0,183.3,-214.5,4.4411,0.0599,-0.0376,1.0151,0.05075,-0.05075,0.9701,-0.2855,4.767,11.96,N/A,301.633293,39.25662,12.746
6021904,K00112.01,Kepler-112 b,CONFIRMED,0.739,0,0,0,0,21.66694,0.0148301,-0.0177372,118.36802,0.996,220.0339,0.18336,-0.18336,395.13,31.61,-31.61,,0.4656,-0.2305,0.13982,1026.2,342.833,6351.8,232.9,-270.7,4.5226,0.0616,-0.0495,1.3313,0.06656,-0.06656,1.3091,-0.2273,2.992,NaN,ls+mcmc,283.691357,51.541163,11.499
3257956,K00334.01,Kepler-334 b,Confirmed,0.78,0,0,0,0,7.72029,0.007255,-0.0005225,326.9757,0.993,3.8018,,,630.14,50.41,-50.41,1.468,0.1766,,0.08711,1269.5,32.149,5725.2,190.0,-217.0,4.8538,0.1255,-0.0393,0.6841,0.0342,-0.0342,0.6694,0.2604,10.651,13.92,ls,304.475812,42.236498,10.448
7174738,K00997.01,Unknown,CANDIDATE,0.407,N,0,-1,0,21.90878,0.0007149,-0.0204363,495.29886,0.771,10.5461,0.5273,-0.5273,729.6,58.37,-58.37,2.844,0.3588,-0.2955,0.16691,1980.7,0.1,4044.3,235.5,-292.4,4.7168,0.0857,-0.0855,0.8328,0.04164,-0.04164,0.886,-0.1013,1.917,3.99,--,300.610174,47.400184,13.723
2992105,K01452.01,nan,FALSE_POSITIVE,0.372,1,0,0,0,10.02457,0.0081451,-0.0062832,356.59499,0.032,228.8541,0.19071,-0.19071,296.99,23.76,-23.76,2.416,0.1858,,0.09399,1993.1,113.428,5834.3,275.5,-112.7,4.361,0.1057,-0.1402,1.6332,0.08166,-0.08166,1.6603,-0.1253,5.16,3.0,ls+mcmc,288.195657,51.909513,10.112
2162139,K00852.01,Unknown,FALSE POSITIVE,2.614,0,0,0,0,2.1051,0.0016504,-0.0001918,486.84847,0.855,11.2296,0.56148,-0.56148,1776.35,,-142.11,3.479,0.2313,-0.4419,0.03118,419.0,28.596,0.0,180.4,-280.5,4.3803,0.126,-0.0143,1.0085,,-0.05042,0.9164,0.3912,5.35,13.7,MCMC,285.823723,39.624714,na
4096543,K00810.01,Kepler-810 b,CONFIRM,0.707,0,0,0,0,1.03295,0.0007938,-0.0009028,475.77265,0.441,4.8162,0.24081,-0.24081,657.05,52.56,-52.56,6.734,0.8837,-0.4467,0.02064,1014.8,0.969,,86.5,-297.5,4.6769,0.131,-0.1232,0.9447,0.04724,-0.04724,,0.058,2.152,37.52,LS+MCMC,296.39178,39.302038,13.792
5415470,K00153.01,Kepler-153 b,CONFIRM,0.902,0,0,0,0,,0.0017629,-0.0001593,228.14479,,4.6175,0.23087,-0.23087,6688.98,535.12,-535.12,1.191,0.1183,-0.2375,0.03542,2081.5,,6122.6,278.7,-59.2,3.7534,0.1091,-0.0433,0.8624,0.04312,-0.04312,0.8933,0.2285,,30.2,ls,428.067314,38.531049,12.315
5083356,K01847.01,Kepler-1847 b,Yes,0.847,0,0,0,0,24.03221,0.0175606,-0.0149978,395.41995,0.525,5.511,0.27555,-0.27555,2443.96,195.52,-195.52,0.98,0.1781,-0.1271,0.14441,1478.1,4.279,6804.0,64.7,-86.3,4.2176,0.0294,,0.8416,0.04208,-0.04208,0.8229,0.1677,6.756,23.13,LS,302.370719,39.740007,15.743
8533739,K01125.01,nan,FALSE_POSITIVE,0.08,1,1,0,1,29.36511,0.0189387,-0.0236291,400.64822,0.574,9.8159,0.4908,-0.4908,2323.03,185.84,-185.84,3.499,,-0.3403,0.21104,1179.6,1.333,6335.8,119.9,-258.0,4.4112,0.1115,-0.0477,1.4584,0.07292,-0.07292,1.2902,-0.1942,4.923,29.61,LS+MCMC,297.865907,47.261372,15.744
2471972,K01365.01,Unknown,false_positive,0.355,0,1,1,0,4.25065,0.0001186,-0.0017916,468.29517,0.364,4.4952,0.22476,-0.22476,68.69,5.49,-5.49,7.891,,-0.9529,0.04515,2239.8,93.05,4331.8,285.7,-136.2,4.447,0.0268,-0.0853,1.177,,-0.05885,1.1662,0.3404,6.192,11.73,ls+mcmc,280.31891,49.500631,13.682
3323154,K00219.01,Unknown,fp,0.386,1,0,0,1,,,-0.2782183,123.19903,0.983,7.9929,0.39964,,55.82,4.47,-4.47,14.613,,-2.0861,0.97169,,7.546,,176.1,-96.8,5.0,0.0599,-0.1103,0.924,0.0462,-0.0462,0.9488,0.031,9.952,9.85,ls+mcmc,288.470456,39.536153,15.915
1360448,K01394.01,Unknown,FALSE POSITIVE,0.272,1,1,1,0,41.89853,0.0380941,,257.69509,0.656,3.8752,0.19376,-0.19376,,9.79,-9.79,0.966,0.0734,,0.26093,1089.4,993.234,6650.7,293.9,-290.0,4.7797,0.056,-0.0499,0.6302,0.03151,-0.03151,0.6592,0.0172,10.232,107.35,mcmc,286.309937,48.4546,11.819
2095063,K01321.01,Kepler-1321 b,confirmed,0.855,0,0,0,0,1.87125,0.0011324,-0.0015082,125.96268,0.68,15.0,0.75,-0.75,6507.94,520.64,-520.64,2.769,0.3215,-0.2137,0.03096,381.3,592.549,4450.2,,-156.0,4.1966,0.0753,-0.1101,0.9959,0.04979,-0.04979,0.9987,0.181,0.901,27.57,mcmc,284.1673,47.997086,11.115
6147838,K01622.01,Kepler-1622 b,CONFIRMED,0.789,0,0,0,0,0.5,0.0003863,-0.000443,165.32896,0.016,5.4581,0.27291,-0.27291,727.68,58.21,-58.21,2.754,0.1557,-0.2279,0.01231,2006.9,20.247,5559.2,197.2,-204.1,4.1897,0.1194,-0.0212,1.2891,0.06445,-0.06445,1.2288,,5.76,134.44,ls+mcmc,297.853174,50.089707,10.779
5833239,K01294.01,Unknown,false positive,0.255,1,0,1,0,31.6666,0.0171555,-0.0021177,498.35451,0.979,7.9434,,-0.39717,256.76,20.54,-20.54,14.716,2.4831,-2.8748,0.16914,,6.101,,240.2,-252.3,4.7431,0.1274,-0.013,1.1798,0.05899,-0.05899,1.0488,-0.1239,,4.77,LS+MCMC,285.210466,43.572674,13.74
7336381,K00833.01,Kepler-833 b,CONFIRMED,0.876,0,0,0,0,none,0.0010181,-5.95e-05,217.91667,1.0,12.4976,0.62488,-0.62488,3715.8,297.26,-297.26,0.3,,-0.0376,0.02299,743.3,2.527,7507.0,114.6,-162.9,4.3541,,-0.0741,1.2828,0.06414,-0.06414,1.3283,-0.0927,6.519,19.69,Unknown,282.586138,38.138818,14.56
4784031,K00408.01,Kepler-408 b,CONFIRMED,0.929,0,0,0,0,10.61208,0.0078605,-0.0087596,306.67056,0.354,2.1541,0.1077,-0.1077,752.99,60.24,-60.24,1.549,0.2573,-0.2026,0.08887,299.7,10.063,5479.9,52.7,-252.1,3.9657,0.054,-0.1012,,0.04262,-0.04262,0.8843,-0.0764,1.189,103.25,--,304.148322,43.745963,NaN
2176148,K00138.01,Unknown,FALSE_POSITIVE,0.274,1,1,0,-1,5.73344,0.0047982,-0.0009713,168.65401,0.204,282.2989,0.23525,,201.58,16.13,-16.13,1.316,,-0.1194,0.06263,none,1.047,5411.9,243.0,-250.4,4.1153,0.0822,-0.1376,1.2622,0.06311,-0.06311,1.1897,0.3142,4.707,5.97,ls+mcmc,289.635417,50.996215,13.173
3476601,K00619.01,Unknown,cand,2.631,0,0,0,0,14.55743,0.004739,-0.000264,270.89888,0.517,11.2913,0.56457,-0.56457,,85.99,-85.99,,0.1944,-0.4004,0.10332,637.1,0.799,5498.9,65.3,-89.5,4.3521,0.0866,-0.0993,0.946,0.0473,-0.0473,0.9268,0.0308,10.105,3.0,mcmc,301.812342,36.294802,13.617
9761215,K01215.01,Unknown,FALSE POSITIVE,0.376,1,1,1,1,39.58071,0.0251142,,362.33376,0.644,7.027,0.35135,-0.35135,989.04,79.12,-79.12,1.308,0.1971,-0.1497,0.25226,981.6,43.58,6377.2,145.0,-261.5,4.3747,,-0.0242,0.9294,0.04647,-0.04647,1.027,,5.201,5.11,LS,290.182952,51.399184,11.077
6337766,K00779.01,Unknown,FALSE POSITIVE,0.305,1,0,0,0,,0.011413,-0.0009659,280.24937,0.781,1.5982,,-0.07991,967.27,77.38,,10.624,2.0213,-1.6033,0.25155,430.8,3.287,4901.9,166.7,-221.3,4.7309,0.028,,0.9377,,-0.04688,0.9962,0.218,5.461,8.85,LS+MCMC,281.320715,49.170227,14.051
8065323,K00391.01,Unknown,CANDIDATE,0.776,0,0,0,0,3.53271,,-0.0026785,143.3925,,,0.47153,-0.47153,313.23,25.06,-25.06,2.296,0.1762,-0.3274,0.04162,954.2,30.897,5072.7,201.3,-78.2,4.8363,0.0561,-0.0855,1.1899,0.05949,-0.05949,1.1372,0.4067,11.06,18.64,LS+MCMC,296.03771,44.32781,15.905
1965191,K00147.01,Unknown,FALSE POSITIVE,0.315,0,1,0,0,5.02311,0.0017303,-0.0032858,172.32425,0.449,7.9546,0.39773,-0.39773,2195.58,175.65,-175.65,30.0,5.8463,-2.6554,0.06551,1284.5,134.161,5470.5,139.8,-58.5,4.4446,0.0559,-0.1453,0.8161,0.0408,-0.0408,0.7684,0.3325,0.743,22.66,MCMC,300.585208,41.793386,14.772
6463490,K00495.01,nan,false positive,,1,1,1,1,6.07153,0.0012809,-0.0041159,295.67198,0.191,5.8239,0.29119,-0.29119,838.35,67.07,-67.07,15.008,2.8496,-0.9595,0.05844,2091.7,37.609,6280.0,176.2,-105.5,4.4453,0.1162,-0.1278,1.1122,0.05561,-0.05561,,-0.4275,,43.58,LS,287.80924,40.250861,
7408731,K00690.01,Kepler-690 b,CONFIRMED,0.908,0,0,0,0,?,0.0034287,-0.0038698,,0.692,6.308,0.3154,,898.87,71.91,-71.91,2.346,0.262,-0.2471,0.06553,2417.1,0.428,5582.6,135.4,-121.3,3.877,0.024,-0.1388,1.3498,0.06749,-0.06749,1.197,0.0214,2.531,19.32,LS,298.987158,42.270598,14.691
7290099,K00007.01,Kepler-7 b,CONFIRMED,0.96,0,0,0,0,2.49619,0.001364,,291.48067,0.511,3.8751,,-0.19375,2052.4,164.19,-164.19,2.452,0.2698,-0.2497,0.03162,1490.6,11.214,6250.9,272.8,-77.6,4.4572,0.028,-0.0432,0.9381,0.0469,-0.0469,,0.0799,11.127,28.21,LS+MCMC,303.639061,43.321824,10.304
1892522,K00203.01,Kepler-203 b,CONFIRMED,0.89,0,0,0,0,2.49928,0.0014006,-0.0002541,100.57029,0.325,3.8351,0.19176,,3672.93,293.83,-293.83,5.102,0.8551,-0.6534,0.03836,?,4.502,6774.6,60.9,-67.0,4.5289,0.15,-0.0427,0.9873,,-0.04936,,-0.3429,3.784,35.04,LS+MCMC,298.6062,43.428777,12.957
9909948,K00641.01,Kepler-641 b,CONFIRMED,0.879,0,0,0,0,3.0282,0.0022496,-0.0015144,266.67215,,6.5968,0.32984,-0.32984,579.27,46.34,-46.34,,0.2019,-0.262,0.0353,1873.6,16.057,5950.1,83.6,-96.3,4.4141,0.1022,-0.146,0.7614,0.03807,-0.03807,0.7837,9.9825,3.827,45.38,LS+MCMC,285.726452,48.034979,15.42
3009380,K01822.01,Kepler-1822 b,CONFIRMED,0.72,0,0,0,0,0.69454,0.0006213,-0.0005911,484.49388,0.06,317.4695,0.26456,-0.26456,1051.99,84.16,-84.16,6.094,0.7025,-0.4107,0.01651,,1.009,5533.7,248.9,-62.7,4.5602,0.0361,-0.1333,0.6717,0.03359,-0.03359,0.6832,-0.0093,7.23,23.76,LS+MCMC,282.070009,50.136563,14.495
3497947,K01495.01,nan,False Positive,0.258,1,0,1,1,,,-0.0012587,284.74578,0.978,,0.424,-0.424,417.76,33.42,,10.777,2.1535,-1.9958,0.0337,562.1,5.072,,207.5,-206.5,4.3801,0.1146,-0.0845,0.7637,0.03819,-0.03819,0.7219,-0.4372,,44.92,LS+MCMC,283.394089,38.943314,15.275
8588821,K01089.01,nan,candidate,0.585,0,0,0,0,16.54556,0.0144937,-0.0050007,327.32204,0.148,6.1227,0.30613,-0.30613,134.43,10.75,-10.75,0.979,0.1345,-0.1841,0.12579,1443.4,5.28,5432.0,287.3,-270.4,4.7265,0.0713,-0.0455,1.5357,0.07679,-0.07679,,-0.0123,,5.54,ls+mcmc,281.344804,47.924373,10.031
3114285,K01005.01,,candidate,,0,0,0,0,1.13111,0.0005811,-0.0010806,338.58244,0.712,9.7226,0.48613,-0.48613,934.26,74.74,-74.74,1.658,0.2982,-0.2238,0.02231,1741.6,38.316,5937.9,197.1,-92.8,3.7487,0.0506,-0.0592,1.1696,0.05848,-0.05848,1.1379,-0.2821,10.019,7.2,--,292.839805,45.145102,15.179
1050800,K00233.01,Unknown,fp,0.253,1,0,0,1,2.58798,0.0012869,-0.0021966,335.23712,0.875,13.0616,0.65308,-0.65308,576.17,,-46.09,2.337,,-0.4094,0.03787,702.6,19.272,5206.2,63.9,-150.6,4.4879,0.0223,-0.1168,1.165,0.05825,-0.05825,1.1722,0.1707,8.119,34.45,LS+MCMC,289.591497,50.689415,10.14
9731372,K01660.01,Unknown,fp,0.013,1,1,1,0,0.80114,,,,0.88,6.352,0.3176,-0.3176,847.67,67.81,-67.81,5.223,1.0426,,0.01588,682.7,40.05,5108.6,159.1,-206.6,4.1787,0.0508,-0.0429,1.4231,0.07115,,1.4274,-0.0559,8.624,18.27,LS+MCMC,298.199075,48.870405,12.572
2066099,K01487.01,nan,FALSE POSITIVE,0.328,0,0,1,1,1.70325,,-0.0014638,293.6657,0.463,7.0379,0.3519,-0.3519,258.46,20.68,-20.68,3.054,0.2793,-0.1724,,1576.9,24.005,6444.2,289.5,-173.3,4.376,0.0729,-0.0965,1.3326,0.06663,-0.06663,,0.1825,5.982,3.61,ls+mcmc,302.615843,44.009899,10.411
3604643,K00443.01,,FP,0.166,0,1,0,0,5.57168,0.0001035,-0.0016476,379.43931,, ,0.27997,-0.27997,50.0,4.0,-4.0,0.929,0.1169,-0.1126,0.06988,1700.1,28.124,4532.4,168.1,-199.8,4.3474,0.0283,-0.1318,0.7834,0.03917,-0.03917,,,10.545,18.28,LS,281.108094,49.450537,15.628
2959459,K01254.01,Kepler-1254 b,CONFIRMED,,0,0,0,0,9.26931,0.0080142,-0.008874,446.14972,,,0.55328,-0.55328,823.44,65.88,-65.88,0.966,0.154,-0.1217,0.09064,1969.5,447.124,4869.2,261.1,-114.5,5.0,0.1115,-0.139,1.0264,0.05132,-0.05132,0.9296,0.3088,,92.75,N/A,303.664418,42.149988,15.419
2082405,K00010.01,,FALSE POSITIVE,0.292,0,0,0,1,,0.0032488,-0.0024084,378.85654,0.289,5.6503,0.28252,-0.28252,200.59,16.05,-16.05,2.169,0.2927,-0.3058,0.07284,705.3,35.944,6706.7,272.7,-143.4,5.0,0.1296,-0.0714,0.8286,0.04143,-0.04143,,0.2225,8.922,17.84,LS+MCMC,284.132299,42.758122,
4093696,K00820.01,Kepler-820 b,CONFIRMED,0.999,0,0,0,0,56.64291,0.0539667,-0.0195411,180.83373,0.836,9.3355,0.46677,-0.46677,225.63,18.05,-18.05,2.042,0.2346,-0.2776,0.32898,1903.2,42.242,5036.8,250.8,-169.3,4.4028,0.02,-0.0884,1.233,0.06165,-0.06165,,0.3871,7.225,15.86,LS+MCMC,304.282235,43.248396,10.607
2256494,K00615.01,Unknown,CANDIDATE,0.346,0,0,0,0,21.03905,0.003309,-0.0024076,177.2944,0.527, ,0.25411,-0.25411,120.34,,-9.63,,1.0174,-1.5132,0.15251,1349.8,20.009,,142.2,,4.619,0.139,,0.8458,0.04229,-0.04229,0.8967,-0.2642,8.804,16.58,LS+MCMC,300.613407,145.944644,11.08
1405501,K01405.01,nan,FALSE_POSITIVE,0.352,1,1,0,1,5.5292,0.0046674,-0.0018707,324.83126,0.049,N/A,0.52786,-0.52786,695.81,55.66,-55.66,5.902,0.8739,-0.7978,0.06689,,2.487,6491.6,289.5,-245.9,4.121,0.0809,-0.062,1.0344,0.05172,-0.05172,1.0024,,8.206,11.14,LS+MCMC,295.690877,51.124566,10.621
6694090,K01203.01,Kepler-1203 b,CONFIRMED,0.855,0,0,0,0,14.42387,0.00965,-0.0074647,392.94716,0.706,8.9633,0.44817,-0.44817,738.65,59.09,-59.09,4.155,,-0.2488,0.10632,1077.4,47.668,5920.3,296.7,-95.9,4.7136,0.0492,-0.1335,0.785,0.03925,-0.03925,0.7544,-0.4597,1.248,36.92,Unknown,299.201122,51.059357,11.628
3819197,K00983.01,Kepler-983 b,CONFIRM,0.715,0,0,0,0,20.961,0.014961,-0.0026065,188.49414,,4.1453,0.20726,-0.20726,536.78,,-42.94,unknown,0.7405,-1.0374,0.14694,1860.2,91.604,5801.4,239.0,-270.5,4.7513,0.1306,-0.1136,0.9504,0.04752,,1.0372,0.1503,4.406,46.09,MCMC,283.774055,46.607447,11.118
3203311,K01863.01,Kepler-1863 b,CONFIRMED,0.979,0,0,0,0,9.30462,0.0020612,-0.0017455,358.27627,0.004,6.7746,0.33873,-0.33873,1294.09,103.53,-103.53,1.051,0.0543,,0.09243,1449.3,23.297,6290.3,113.5,-92.1,4.4071,0.115,-0.0296,1.4198,,-0.07099,,0.138,,,LS,282.581813,48.346972,15.641
5045566,K01028.01,Unknown,Candidate,0.345,0,0,0,0,2.4032,0.0018488,-0.0006055,488.39362,0.159,2.7298,0.13649,-0.13649,21958.97,1756.72,-1756.72,2.498,0.4106,-0.2627,0.03438,1240.8,830.102,5641.9,,,4.3811,0.0486,-0.1368,0.9662,0.04831,-0.04831,0.8736,0.1568,6.998,none,N/A,302.337975,48.737885,14.733
5726926,K01858.01,nan,false positive,0.282,0,1,1,1,13.5615,0.0048887,-0.0021326,348.74243,,,0.16832,-0.16832,729.11,,-58.33,83.248,0.8567,-1.0424,0.11225,360.6,3449.674,4402.7,195.6,-72.2,4.3952,0.1052,-0.0357,0.635,0.03175,-0.03175,0.6867,0.0705,5.125,36.17,LS+MCMC,281.366106,39.378395,12.898
4182492,K00938.01,,candidate,,0,0,0,0,22.36184,0.0143642,-0.0099706,194.66215,0.523,15.0,0.75,-0.75,4532.13,362.57,,5.229,0.8296,-0.6149,0.15067,1501.9,19.167,5988.6,162.9,-250.1,4.0665,0.0301,-0.1135,0.8752,0.04376,-0.04376,0.9355,-0.2089,8.923,5.29,MCMC,286.841105,43.265468,11.986
7245689,K01358.01,nan,FALSE POSITIVE,0.329,1,1,1,0,,0.0009572,-0.0020603,305.99514,0.81,6.9521,0.3476,-0.3476,2120.42,,-169.63,,0.1634,-0.3377,0.03318, ,0.356,5453.4,121.7,-182.0,4.5696,,-0.104,,0.05265,-0.05265,1.0042,-0.1853,8.112,4.52,ls+mcmc,284.37879,40.452436,10.903
2592611,K00759.01,,CAND,0.694,0,0,0,0,24.45357,0.0121046,-0.0166003,127.51226,0.537,,0.25653,-0.25653,3226.68,,-258.13,,1.4523,-0.7533,0.16531,1517.0,4.029,5489.1,223.7,-283.5,4.2343,0.0877,-0.0654,1.3079,0.0654,-0.0654,1.3433,,7.466,32.48,LS+MCMC,292.368004,46.844389,11.82
6814274,K00581.01,Unknown,FALSE POSITIVE,0.324,1,1,0,1,2.87998,0.0027387,-0.001952,219.0658,0.19,6.862,0.3431,-0.3431,2013.55,161.08,-161.08,1.812,0.2781,-0.3001,0.04228,1875.8,229.991,6494.3,157.2,-83.4,3.9707,0.1113,,1.0335,0.05168,-0.05168,0.994,-0.0542,1.752,8.61,--,296.060206,47.291253,13.301
1612044,K01573.01,,fp,0.174,0,1,0,0,-92.04142,,-0.0016379,156.20949,0.078,4.6148,,-0.23074,101.05,8.08,-8.08,1.963,0.1245,-0.1198,0.40728,1804.5,31.452,6070.5,270.4,-270.3,3.9229,0.0223,-0.1171,1.121,0.05605,-0.05605,1.0695,-0.0589,3.116,5.05,ls,286.141416,43.442304,15.192
8306399,K00829.01,Unknown,FALSE POSITIVE,0.391,1,1,0,0,,0.0010773,-0.0018261,313.60092,0.432,6.9059,0.3453,-0.3453,425.92,,-34.07,,0.4082,-0.6487,0.03471,1482.0,36.284,3799.5,287.5,-130.2,4.179,0.0218,-0.0698,,0.04067,-0.04067,0.8575,0.451,,27.61,LS,281.086472,44.424352,14.823
4813506,K00218.01,,FALSE POSITIVE,0.23,1,1,1,0,22.41013,0.0191155,-0.0070172,493.20657,0.428,15.0,0.75,-0.75,194.25,15.54,-15.54,31.617,0.2953,-0.3998,0.14945,984.7,12.795,5601.5,179.1,-184.0,3.9658,0.0289,-0.0106,1.7423,0.08712,-0.08712,1.7702,-0.0623,1.807,19.45,LS+MCMC,284.110151,39.00315,10.979
